"text","created","url","latitude","longitude","retweets","hashtag"
"@doc_redman seriously good stuff on the last few holes today! Well done young man! Going to be an amazing year! #Masters  #USOpen  #TheOpen",2017-08-20 23:59:54,"https://twitter.com/DrewHinesley/status/899420762666405888",NA,NA,0,"#usopen"
"@TorbenBeltz Angie 2 frontal; opens upper-body up 2 early/doesn't turn away from<ed><a0><bc><ed><be><af>on backswing! Won't defend #USOpen unless u fix her serve!",2017-08-20 23:53:05,"https://twitter.com/EdStudioM80/status/899419044205350912",NA,NA,0,"#usopen"
"@davelackie Yeah I'm a massive fan of tennis <ed><a0><bc><ed><be><be> mainly cause it's the one sport I'm good at and love watching it, fa<e2><80><a6> https://t.co/rBkjjsFBaA",2017-08-20 23:52:10,"https://twitter.com/DesertIsleSkin/status/899418816299585536",NA,NA,0,"#usopen"
"Only 8 days until the #USOpen <ed><a0><bd><ed><b8><8d> this year has went by so fast! #Tennis",2017-08-20 23:49:05,"https://twitter.com/FitDBanks/status/899418038210048000",NA,NA,0,"#usopen"
"Chris Patton was paired w/ @golf_strange @medinah 90 #USOpen <ed><a0><bd><ed><b8><80><ed><a0><bd><ed><b8><80><ed><a0><bd><ed><b8><80><ed><a0><bd><ed><b8><80>",2017-08-20 23:41:34,"https://twitter.com/golfdinosaurrr/status/899416149116428288",NA,NA,0,"#usopen"
"@Simona_Halep I think it's hard to say sorry but it shows that you're a great tennis player, not just on the courts<e2><80><a6> https://t.co/l4FheulEea",2017-08-20 23:31:01,"https://twitter.com/lifterd/status/899413491412500482",NA,NA,0,"#usopen"
"Great to be back in this city. #nyc #timessquare #usopen #lottosport #tecnifibre #instinctsportsnutrition https://t.co/U1AMu3w8Vc",2017-08-20 23:27:06,"https://twitter.com/johnhmillman/status/899412506158010369",NA,NA,4,"#usopen"
"@AngeliqueKerber @adidastennis @Pharrell u r 2 frontal/open upper-body up 2 early &amp; don't turn away from <ed><a0><bc><ed><be><af> as u bac<e2><80><a6> https://t.co/jT5LaHB4lm",2017-08-20 23:26:49,"https://twitter.com/EdStudioM80/status/899412434271719424",NA,NA,0,"#usopen"
"Couldn't resist taking a picture under the app sign! <ed><a0><bc><ed><be><be><ed><a0><bc><ed><be><be>#usopen<e2><80><a6> https://t.co/sYqmQLTMY8",2017-08-20 23:22:39,"https://twitter.com/jenmillss/status/899411386488442882","40.749167","-73.846667",0,"#usopen"
"<ed><a0><bd><ed><b2><aa><ed><a0><bc><ed><bf><bb>Perfect win, @GrigorDimitrov 
Plz don't let #YoungGun go down behind the youngers!!! Now u lead! Good luck in #USOpen",2017-08-20 23:21:09,"https://twitter.com/l_frty/status/899411010267697152",NA,NA,0,"#usopen"
"This time in two weeks, I'll be in the middle of enjoying my Twilight Labor Day weekend package at the #USOpen !<ed><a0><bd><ed><b8><80><ed><a0><bc><ed><be><be>@usopen @usta @katadams68",2017-08-20 22:51:57,"https://twitter.com/MarkAPrinceJr/status/899403659305508866",NA,NA,0,"#usopen"
"He showed a great performance during #CincyTennis. Good luck in #USOpen, too, Grigor! <ed><a0><bc><ed><b7><a7><ed><a0><bc><ed><b7><ac> https://t.co/GsUCFZ9K9Y",2017-08-20 22:49:55,"https://twitter.com/NiwakaFerreris/status/899403149915455488",NA,NA,0,"#usopen"
"Nice pic. Bring on the #USOpen https://t.co/MSOuXYWWbB",2017-08-20 22:40:54,"https://twitter.com/TraceyLeeHolmes/status/899400881635860481",NA,NA,1,"#usopen"
"8 days from the #USOpen...",2017-08-20 22:35:49,"https://twitter.com/becripps/status/899399599395352577",NA,NA,0,"#usopen"
"@CincyTennis @GrigorDimitrov Congrats @GrigorDimitrov!!! Sooo proud of u!!! Onto #USOpen now...<ed><a0><bd><ed><b8><8a> #CincyTennis",2017-08-20 22:30:22,"https://twitter.com/tennisprincess2/status/899398228315078657",NA,NA,0,"#usopen"
"The #USOpen begins next Tuesday LIVE on ESPN. https://t.co/lmKvqlrKKJ",2017-08-20 22:27:27,"https://twitter.com/ESPNAusNZ/status/899397497008685056",NA,NA,0,"#usopen"
"Next step #USOpen <ed><a0><bd><ed><b8><8f> #WTA #ATP",2017-08-20 22:26:28,"https://twitter.com/ChalimarMel/status/899397248584482816",NA,NA,0,"#usopen"
"@GrigorDimitrov love it, great win, now on the #USopen",2017-08-20 22:22:14,"https://twitter.com/BazingaCJ/status/899396183503843329",NA,NA,0,"#usopen"
"@ThiemDomi @karenkhachanov @JMTANY World #8 @ThiemDomi working on his serve today in practice over @JMTANY in prepa<e2><80><a6> https://t.co/Exz5ANwqme",2017-08-20 22:11:41,"https://twitter.com/Parsa_Nemati/status/899393529230667776",NA,NA,4,"#usopen"
"World #8 @ThiemDomi and world #32 @karenkhachanov practicing next to each other today in New York @JMTANY ahead of<e2><80><a6> https://t.co/0Cxb28dqeG",2017-08-20 22:09:01,"https://twitter.com/Parsa_Nemati/status/899392854312706048",NA,NA,4,"#usopen"
"Great shotmaking win for #Dimitrov over mercurial #Kyrgios. Looks like #NextGen is, uh, Gen Now...#USOpen is gonna be pretty wide open fun!",2017-08-20 22:08:57,"https://twitter.com/PratikBasu/status/899392840651780096",NA,NA,0,"#usopen"
"""I'm pretty confident after this win... My biggest [one] so far. I'll enjoy it for a day or two &amp; then set my sight<e2><80><a6> https://t.co/XnpXlxM5lK",2017-08-20 22:06:25,"https://twitter.com/usopen/status/899392201695920129",NA,NA,55,"#usopen"
"Looking forward to seeing you at the @usopen! #USOpen <ed><a0><bc><ed><be><be> https://t.co/jveecYII20",2017-08-20 22:03:38,"https://twitter.com/Nay_Hawk/status/899391501842690053",NA,NA,0,"#usopen"
".@vicky_duval95  Yay, Vicky! So excited for you - can't wait to see you play. All the best at the @usopen! #USOpen<e2><80><a6> https://t.co/W5gOdEIlkO",2017-08-20 21:59:44,"https://twitter.com/BeingKimmie/status/899390521357062145",NA,NA,0,"#usopen"
"#USopen TOP16 seeds
#Berdych #Kyrgios #Sock #PCB #RBA #Isner #Goffin #Tsonga #Raonic #Dimitrov #Thiem #Cilic<e2><80><a6> https://t.co/GcKVWrqe6L",2017-08-20 21:59:35,"https://twitter.com/umbre_sports53/status/899390483708887040",NA,NA,3,"#usopen"
"Dimitrov looked good enough today in Cincinnati that it's got me nervous for the #USOpen.",2017-08-20 21:58:12,"https://twitter.com/Dawn_N_W/status/899390135489503233",NA,NA,0,"#usopen"
"@TrentonJocz Agreed, I'm hoping for breakout performances at this #usopen from Keys and Bellis.",2017-08-20 21:55:03,"https://twitter.com/ezmack15/status/899389340895199232",NA,NA,0,"#usopen"
"#ATP Masters 1000 this year:
Roger
Roger
Rafa
Rafa
Zverev
Zverev
Dimitrov

You picking the old guard or new at the #USOpen?",2017-08-20 21:53:34,"https://twitter.com/vivekmjacob/status/899388969011617792",NA,NA,0,"#usopen"
"I would say #Federer is the favorite despite the minor (so we've heard)  back strain. Zverev, Nadal, and Dimitrov=contenders at the #USOpen.",2017-08-20 21:53:15,"https://twitter.com/TKoch8/status/899388886513836033",NA,NA,0,"#usopen"
"Looking forward to the most open Open in years! 

#ATP #USOpen @usopen",2017-08-20 21:50:26,"https://twitter.com/tmuguwe/status/899388179953930242",NA,NA,0,"#usopen"
"Yes Grigor !
Happy for him. Nice to see him finally winning a big title.
Good condition for the #USOpen, interesting to see how he'll play.",2017-08-20 21:48:13,"https://twitter.com/OsloSpleen/status/899387623596318720",NA,NA,0,"#usopen"
"Gonna be a Dark horse for the #USOpen , one of the most open field grand slams in a very long time! https://t.co/OWHeVw12Rh",2017-08-20 21:41:47,"https://twitter.com/Parsva10/status/899386000853540864",NA,NA,0,"#usopen"
"Congrats @GrigorDimitrov! Truly excellent play vs. a very tough Kyrgios. Looking forward to the #USOpen! @CincyTennis",2017-08-20 21:40:42,"https://twitter.com/rock_and_rally/status/899385732103413761",NA,NA,0,"#usopen"
"Lovely moment between @NickKyrgios and @GrigorDimitrov 

Great game. Best wishes for the #USOpen",2017-08-20 21:38:43,"https://twitter.com/TennisChum/status/899385229772820480",NA,NA,0,"#usopen"
"Some wag will probably suggest that Dimitrov can win the #USOpen",2017-08-20 21:38:29,"https://twitter.com/Bernie82_/status/899385171576803329",NA,NA,0,"#usopen"
"Congrats @GrigorDimitrov!! About time! Now go get the US Open. I'll see you there. #usopen",2017-08-20 21:38:01,"https://twitter.com/jaystennis18/status/899385055574937601",NA,NA,1,"#usopen"
"Congrats @GrigorDimitrov! See you Queens! #USOPEN #Masters1000",2017-08-20 21:36:47,"https://twitter.com/jrzychick/status/899384746442149889",NA,NA,0,"#usopen"
"Dimitrov beats Kyrgios 6-3 7-5 to win #CincyTennis. Looking good ahead of #USOpen which appears pretty open this year",2017-08-20 21:36:05,"https://twitter.com/NetTalkTennis/status/899384569882963968",NA,NA,0,"#usopen"
"Put my racket down and picked up a pencil with @AmericanExpress #USOpen #AmexTennis #AmexAmbassador https://t.co/bdgBxTp6vu",2017-08-20 21:23:42,"https://twitter.com/Venuseswilliams/status/899381451451510784",NA,NA,126,"#usopen"
"@Simona_Halep You lost a battle, but you'll win the war. You're playing #USOpen with <ed><a0><bc><ed><b7><b7><ed><a0><bc><ed><b7><b4> on your equipment. 2017 is<e2><80><a6> https://t.co/M9uzKBwuml",2017-08-20 21:12:22,"https://twitter.com/luiza_cara/status/899378599316389888",NA,NA,0,"#usopen"
